Date,Portfolio Value
2020-04-03,1500.0
2020-04-06,1500.0
2020-04-07,1500.0
2020-04-08,1500.0
2020-04-09,1500.0
2020-04-13,1500.0
2020-04-14,1500.0
2020-04-15,1500.0
2020-04-16,1500.0
2020-04-17,1500.0
2020-04-20,1500.0
2020-04-21,1500.0
2020-04-22,1500.0
2020-04-23,1500.0
2020-04-24,1500.0
2020-04-27,1523.1040203520938
2020-04-28,1523.1040203520938
2020-04-29,1523.1040203520938
2020-04-30,1523.1040203520938
2020-05-01,1523.1040203520938
2020-05-04,1523.1040203520938
2020-05-05,1523.1040203520938
2020-05-06,1520.151834922767
2020-05-07,1520.151834922767
2020-05-08,1520.151834922767
2020-05-11,1520.151834922767
2020-05-12,1520.151834922767
2020-05-13,1520.151834922767
2020-05-14,1520.151834922767
2020-05-15,1520.151834922767
2020-05-18,1520.151834922767
2020-05-19,1517.8396037540465
2020-05-20,1517.8396037540465
2020-05-21,1517.8396037540465
2020-05-22,1517.8396037540465
2020-05-26,1517.8396037540465
2020-05-27,1519.2011488533217
2020-05-28,1519.2011488533217
2020-05-29,1518.903864731671
2020-06-01,1518.903864731671
2020-06-02,1518.903864731671
2020-06-03,1518.903864731671
2020-06-04,1518.903864731671
2020-06-05,1518.903864731671
2020-06-08,1518.903864731671
2020-06-09,1518.903864731671
2020-06-10,1518.903864731671
2020-06-11,1518.903864731671
2020-06-12,1518.903864731671
2020-06-15,1518.903864731671
2020-06-16,1518.903864731671
2020-06-17,1518.903864731671
2020-06-18,1518.903864731671
2020-06-19,1518.903864731671
2020-06-22,1518.903864731671
2020-06-23,1518.903864731671
2020-06-24,1518.903864731671
2020-06-25,1518.903864731671
2020-06-26,1518.903864731671
2020-06-29,1518.903864731671
2020-06-30,1518.903864731671
2020-07-01,1518.903864731671
2020-07-02,1518.903864731671
2020-07-06,1518.903864731671
2020-07-07,1518.903864731671
2020-07-08,1518.903864731671
2020-07-09,1518.903864731671
2020-07-10,1518.903864731671
2020-07-13,1518.903864731671
2020-07-14,1518.903864731671
2020-07-15,1518.903864731671
2020-07-16,1517.7870363751251
2020-07-17,1517.5915295327595
2020-07-20,1517.5915295327595
2020-07-21,1517.5915295327595
2020-07-22,1517.0345075741195
2020-07-23,1517.0345075741195
2020-07-24,1516.5146745848008
2020-07-27,1516.5146745848008
2020-07-28,1516.5146745848008
2020-07-29,1516.5146745848008
2020-07-30,1516.5146745848008
2020-07-31,1516.5146745848008
2020-08-03,1516.5146745848008
2020-08-04,1516.5146745848008
2020-08-05,1516.5146745848008
2020-08-06,1516.5146745848008
2020-08-07,1516.5146745848008
2020-08-10,1516.5146745848008
2020-08-11,1519.9668892177224
2020-08-12,1519.9668892177224
2020-08-13,1519.9668892177224
2020-08-14,1519.9668892177224
2020-08-17,1519.9668892177224
2020-08-18,1519.9668892177224
2020-08-19,1519.9668892177224
2020-08-20,1519.9668892177224
2020-08-21,1527.6298226504607
2020-08-24,1527.6298226504607
2020-08-25,1527.6298226504607
2020-08-26,1533.5527600266848
2020-08-27,1533.5527600266848
2020-08-28,1533.5527600266848
2020-08-31,1533.5527600266848
2020-09-01,1533.5527600266848
2020-09-02,1533.5527600266848
2020-09-03,1533.5527600266848
2020-09-04,1533.4805622634155
2020-09-08,1533.4805622634155
2020-09-09,1532.5136275229304
2020-09-10,1532.5136275229304
2020-09-11,1532.1144459077707
2020-09-14,1532.1144459077707
2020-09-15,1532.288602521847
2020-09-16,1532.288602521847
2020-09-17,1532.288602521847
2020-09-18,1536.2779263127484
2020-09-21,1536.2779263127484
2020-09-22,1536.2779263127484
2020-09-23,1536.2779263127484
2020-09-24,1536.2779263127484
2020-09-25,1536.2779263127484
2020-09-28,1536.2779263127484
2020-09-29,1536.2779263127484
2020-09-30,1536.2779263127484
2020-10-01,1536.2779263127484
2020-10-02,1536.2779263127484
2020-10-05,1536.2779263127484
2020-10-06,1536.2779263127484
2020-10-07,1536.2779263127484
2020-10-08,1536.2779263127484
2020-10-09,1536.2779263127484
2020-10-12,1536.2779263127484
2020-10-13,1536.2779263127484
2020-10-14,1536.2779263127484
2020-10-15,1538.2093454599658
2020-10-16,1538.2093454599658
2020-10-19,1538.2093454599658
2020-10-20,1538.2093454599658
2020-10-21,1538.2093454599658
2020-10-22,1545.7889675636486
2020-10-23,1545.7889675636486
2020-10-26,1545.7889675636486
2020-10-27,1545.7889675636486
2020-10-28,1545.7889675636486
2020-10-29,1545.7889675636486
2020-10-30,1545.7889675636486
2020-11-02,1545.7889675636486
2020-11-03,1545.7889675636486
2020-11-04,1545.7889675636486
